SlaT-3439-n13	relinquo	v#v-w69_MPf19_MP	relinquo-NEW-08	v#02255462	let have
SlaT-3439-n14	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3440-n2	dico	v#v-w9_MPf38_MP	dico2-18	v#01009240	
SlaT-3440-n4	commoror	v#v-w1310_MPf1_MP	commoror-NEW-08	v#02058590	linger; [WN] take one's time, proceed slowly
SlaT-3440-n6	iubeo	v#v-w563_MPf3_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3440-n7	cano	v#v-w636_MPf2_MP	cano-12	v#00977871	
SlaT-3440-n9	deduco	v#v-w80_MPf16_MP	deduco-14	v#01999798	
SlaT-3440-n11	instruo	v#v-w750_MPf2_MP	instruo-01	v#00406243	
SlaT-3441-n1	instruo	v#v-w750_MPf3_MP	instruo-04	v#01651444	
SlaT-3441-n3	removeo	v#v-w362_MPf14_MP	remoueo-04	v#01994442	
SlaT-3441-n6	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3441-n7	exaequo	v#v-w1123_MPf3_MP	exaequo-01	v#00417001	
SlaT-3442-n3	sum	v#v-w2_MPf251_MP			
SlaT-3442-n11	constituo	v#v-w605_MPf5_MP	consituto-27		
SlaT-3442-n15	conloco	v#v-w1090_MPf3_MP	colloco-12	v#01570108	
SlaT-3442-n18	subsidium	v#v-w1047_MPf3_MP	subsidium-03	n#01207609	
SlaT-3443-n1	subduco	v#v-w835_MPf2_MP	subduco-04	v#01434278	
SlaT-3443-n7	lego	v#v-w233_MPf2_MP	lego2-07	v#01098452	
SlaT-3443-n8	evoco	v#v-w177_MPf3_MP	euoco-NEW-11		soldiers who, having served out their time, were called upon to do military duty as volunteers, veterans
SlaT-3443-n14	armo	v#v-w865_MPf3_MP	armo-06	v#01088381	
3444a1	iubeo	v#v-w563_MPf11_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
3444a3	curo	v#v-w676_MPf4_MP	curo-14	v#02549847	
SlaT-3444-n6	iubeo	v#v-w563_MPf11_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3444-n9	curo	v#v-w676_MPf4_MP	curo-14	v#02549847	
SlaT-3445-n1	assisto	v#v-w1397_MPf1_MP	assisto-10	v#02734488	
SlaT-3445-n7	dico	v#v-w9_MPf54_MP	dico2-21	v#01016002	
SlaT-3445-n11	habeo	v#v-w73_MPf20_MP	have-91		
SlaT-3446-n2	permitto	v#v-w107_MPf8_MP	permitto-06	v#02356230	
SlaT-3446-n11	assum	v#v-w592_MPf3_MP	adsum-03	v#02612762	
3447a1	loco	v#v-w833_MPf2_MP	loco-10	v#02333689	
SlaT-3447-n5	conscribo	v#v-w859_MPf6_MP	conscribo-02	v#01097500	
SlaT-3447-n7	causa	v#v-w258_MPf7_MP	causa-17	n#09178999	
SlaT-3447-n10	loco	v#v-w833_MPf2_MP	loco-10	v#02333689	
SlaT-3447-n14	subsidium	v#v-w1047_MPf3_MP	subsidium-03	n#01207609	
SlaT-3448-n5	appello	v#v-w607_MPf5_MP	appello-09	v#00989201	
SlaT-3448-n6	nomino	v#v-w22_MPf11_MP	nomino-10	v#00975584	
SlaT-3448-n9	hortor	v#v-w710_MPf6_MP	hortor-02	v#00771341	
SlaT-3448-n10	rogo	v#v-w625_MPf7_MP	rogo-03	v#00782057	
SlaT-3448-n3	circumeo	v#v-w924_MPf2_MP	circumeo-05	v#02045043	
SlaT-3448-n11	memini	v#v-w1340_MPf1_MP	memini-02	v#00609506	
SlaT-3448-n12	certo	v#v-w755_MPf4_MP	certo-06	v#01092366	
SlaT-3449-n1	nosco	v#v-w87_MPf24_MP	nosco-03	v#00594621	
SlaT-3449-n4	sum	v#v-w2_MPf128_MP			
SlaT-3449-n20	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3450-n1	accendo	v#v-w754_MPf5_MP	accendo-06	v#01761120	
SlaT-3450-n2	commemoro	v#v-w968_MPf2_MP	commemoro-06	v#00953216	
SlaT-3451-n2	iubeo	v#v-w563_MPf11_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3451-n3	do	v#v-w72_MPf26_MP	do-02	v#00742320	
SlaT-3451-n4	exploro	v#v-w1223_MPf2_MP	exploro-04	v#02165543	
SlaT-3451-n11	incedo	v#v-w765_MPf6_MP	incedo-04	v#01992503	
SlaT-3452-n1	facio	v#v-w76_MPf23_MP	facio-23	v#01712704	
SlaT-3453-n1	concurro	v#v-w552_MPf5_MP	concurro-NEW-13		to rush together in hostility, to engage in combat
SlaT-3453-n2	venio	v#v-w34_MPf9_MP	uenio-07	v#02005948	
SlaT-3453-n4	committo	v#v-w629_MPf5_MP	committo-24	v#02376089	
SlaT-3453-n11	infestus	v#v-w1367_MPf2_MP	infestus-03	a#01244410	
SlaT-3454-n2	omitto	v#v-w659_MPf3_MP	omitto-13	v#02228031	
SlaT-3454-n4	gero	v#v-w570_MPf3_MP	gero-15	v#02445509	
SlaT-3455-n2	insto	v#v-w697_MPf3_MP	insto-05	v#01119169	
SlaT-3455-n4	memor	v#v-w1222_MPf1_MP	memoro-01	v#00607780	
SlaT-3455-n9	resisto	v#v-w725_MPf3_MP	resisto-04	v#02706816	
SlaT-3456-n1	certo	v#v-w755_MPf4_MP	certo-06	v#01092366	
SlaT-3457-n4	verso	v#v-w19_MPf10_MP	uerso-11	v#01889610	
SlaT-3457-n8	succurro	v#v-w1398_MPf1_MP	succurro-05	v#02547586	
SlaT-3457-n9	laboro	v#v-w731_MPf2_MP	laboro-04	v#00204872	
SlaT-3457-n10	arcesso	v#v-w884_MPf2_MP	arcesso-03	v#00792471	
SlaT-3457-n13	provideo	v#v-w170_MPf8_MP	prouideo-03	v#01182709	
SlaT-3457-n15	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3457-n18	ferio	v#v-w769_MPf3_MP	ferio-01	v#00069879	
SlaT-3458-n1	exsequor	v#v-w848_MPf2_MP	exsequor-06	v#01712704	
SlaT-3459-n3	video	v#v-w16_MPf20_MP	uideo-09	v#02129289	
SlaT-3459-n6	reor	v#v-w662_MPf4_MP	reor-02	v#00631737	
SlaT-3459-n9	tendo	v#v-w176_MPf19_MP	tendo-08	v#01146051	
SlaT-3459-n13	induco	v#v-w221_MPf34_MP	induco-17	v#01999798	
SlaT-3459-n18	interficio	v#v-w604_MPf7_MP	interficio-01	v#01323958	
SlaT-3459-n21	perturbo	v#v-w1227_MPf2_MP	perturbo-01	v#00554298	
SlaT-3459-n23	resisto	v#v-w725_MPf3_MP	resisto-04	v#02706816	
SlaT-3460-n1	aggredior	v#v-w779_MPf5_MP	aggredior-04	v#01119169	
SlaT-3461-n1	cado	v#v-w122_MPf6_MP	cado-30	v#02620213	
SlaT-3461-n6	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3462-n9	video	v#v-w16_MPf69_MP	uideo-NEW-16	v#00591115	perceive (an idea or situation) mentally
SlaT-3462-n11	fundo	v#v-w751_MPf4_MP	fundo-05	v#01104248	
SlaT-3462-n13	relinquo	v#v-w69_MPf20_MP	relinquo-02	v#00360092	
SlaT-3462-n16	incurro	v#v-w1399_MPf1_MP	incurro-07	v#01121719	
SlaT-3462-n3	memor	v#v-w1222_MPf1_MP	memoro-01	v#00607780	
SlaT-3462-n19	confodio	v#v-w1276_MPf1_MP	confodio-07	v#01441510	
SlaT-3462-n21	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3463-n2	cerno	v#v-w700_MPf4_MP	cerno-10	v#02106506	
SlaT-3463-n3	conficio	v#v-w20_MPf3_MP	conficio-02	v#00484166	
SlaT-3463-n7	sum	v#v-w2_MPf102_MP	exist-91		
SlaT-3464-n1	tego	v#v-w613_MPf7_MP	tego-07	v#01332730	
SlaT-3464-n4	capio	v#v-w106_MPf10_MP	capio-42	v#02394183	
SlaT-3464-n8	pugno	v#v-w627_MPf4_MP	pugno-07	v#01092366	
SlaT-3464-n11	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789	
3465a1	concido^cado	v#v-w1401_MPf1_MP	concido-NEW-08	v#02620213	fall, [WN] die, as in battle or in a hunt
SlaT-3465-n4	disjicio	v#v-w1400_MPf1_MP	disicio-05	v#02082690	
SlaT-3465-n11	concido^cado	v#v-w1401_MPf2_MP	concido-NEW-08	v#02620213	fall, [WN] die, as in battle or in a hunt
SlaT-3465-n14	adverto	v#v-w247_MPf6_MP	aduerto-04	v#01908365	
SlaT-3466-n1	reperio	v#v-w142_MPf9_MP	reperio-10	v#02285629	
SlaT-3466-n4	longus	v#v-w1402_MPf4_MP			
SlaT-3466-n9	spiro	v#v-w1403_MPf1_MP	spiro-01	v#00001740	
SlaT-3466-n12	retineo	v#v-w248_MPf8_MP	retineo-05	v#02679899	
SlaT-3466-n15	habeo	v#v-w73_MPf20_MP	habeo-18	v#02630189	
SlaT-3467-n1	capio	v#v-w106_MPf11_MP	capio-NEW-55		make prisoner
SlaT-3468-n1	parco	v#v-w621_MPf2_MP	parco-02	v#01196037	
SlaT-3469-n2	adipiscor	v#v-w913_MPf4_MP	adipiscor-08	v#02526085	
SlaT-3470-n5	occido^cado	v#v-w834_MPf2_MP	occido-NEW-01	v#02620213	die, as in battle or in a hunt
SlaT-3470-n7	discedo	v#v-w641_MPf12_MP	discedo-05	v#02008396	
SlaT-3470-n8	vulnero	v#v-w1404_MPf1_MP	uulnero-01	v#00069879	
SlaT-3471-n4	procedo	v#v-w85_MPf45_MP	procedo-16	v#01994288	
SlaT-3471-n9	viso	v#v-w813_MPf3_MP	uiso-03	v#02493030	
SlaT-3471-n10	spolio	v#v-w1181_MPf3_MP	spolio-06	v#02344568	
SlaT-3471-n11	volvo	v#v-w798_MPf2_MP	uoluo-05	v#01866192	
3471a4	reperio	v#v-w142_MPf3_MP	reperio-07	v#02154508	
SlaT-3471-n16	reperio	v#v-w142_MPf5_MP			
SlaT-3472-n1	sum	v#v-w2_MPf113_MP	exist-91		
SlaT-3472-n3	cognosco	v#v-w118_MPf24_MP	cognosco-NEW-14		identify; [WN] recognize as being; establish the identity of someone or something
SlaT-3473-n1	agito	v#v-w631_MPf3_MP	agito-09	v#01889610	
